107, 79, 131, 521, -37, 265, -102, -23, -133, -254, 282, 250, 360, -24, 367, -247, 20, -218, 17, -573, -8, -907, 167, -225, 157, -590, 157, -916, 120, 377, 
64, 84, 80, 527, -89, 262, -146, -15, -139, -244, 229, 255, 270, -10, 269, -234, -10, -214, -5, -582, -7, -908, 132, -216, 140, -598, 150, -915, 67, 381, 
102, 82, 120, 520, -48, 257, -116, -19, -128, -245, 264, 251, 309, -19, 301, -244, 22, -216, 22, -576, 4, -908, 164, -222, 156, -594, 153, -913, 110, 381, 
87, 82, 100, 526, -62, 255, -124, -23, -126, -250, 248, 249, 302, -22, 295, -247, 14, -220, 14, -579, 5, -906, 157, -223, 150, -591, 149, -911, 90, 381, 
92, 82, 109, 529, -59, 253, -121, -15, -127, -243, 252, 250, 303, -25, 293, -251, 15, -221, 13, -578, 5, -906, 157, -225, 150, -593, 149, -912, 96, 385, 
89, 80, 105, 528, -63, 256, -126, -16, -126, -245, 249, 250, 295, -21, 290, -248, 12, -225, 10, -578, 5, -905, 155, -229, 144, -587, 148, -913, 92, 384, 
84, 77, 99, 524, -69, 254, -132, -18, -129, -246, 243, 249, 293, -22, 286, -248, 7, -229, 9, -579, 4, -902, 150, -232, 141, -589, 147, -912, 88, 381, 
93, 79, 112, 529, -58, 260, -111, -5, -111, -236, 254, 251, 304, -24, 299, -256, 19, -231, 12, -577, 4, -902, 165, -232, 146, -585, 149, -913, 95, 388, 
81, 79, 93, 531, -65, 258, -120, -28, -173, -267, 243, 245, 290, 92, 287, -56, 4, -227, 6, -530, -12, -872, 149, -229, 154, -583, 136, -911, 86, 383, 
102, 98, 96, 538, -43, 288, -93, 29, -123, -137, 221, 308, 211, 145, 202, 267, 38, -202, 21, -324, 2, -605, 184, -194, 163, -573, 151, -893, 96, 393, 
75, 100, 78, 530, -80, 286, -123, 63, -162, -158, 190, 303, 180, 160, 167, 296, 8, -199, 29, -306, -17, -590, 168, -191, 149, -513, 134, -887, 64, 395, 
59, 102, 59, 541, -99, 281, -147, 15, -82, -189, 175, 283, 238, 198, 186, 190, -9, -204, -9, -457, -63, -788, 137, -198, 107, -553, 83, -887, 56, 400, 
73, 94, 62, 534, -92, 271, -116, -6, -137, -236, 208, 270, 208, 30, 241, 32, 8, -212, 0, -542, -38, -844, 152, -206, 145, -571, 123, -899, 64, 391, 
73, 90, 82, 531, -83, 267, -149, -10, -195, -242, 225, 258, 253, 37, 242, -139, -6, -213, -4, -575, -24, -902, 140, -211, 149, -582, 154, -915, 75, 388, 
45, 103, 67, 542, -48, 275, -89, 325, -106, 345, 205, 282, 225, 47, 270, -153, -32, -198, -23, -531, -9, -894, 114, -201, 99, -358, 144, -681, 48, 403, 
85, 94, 96, 539, -37, 299, -60, 117, -46, 222, 217, 293, 241, 111, 232, 206, 8, -212, 5, -572, 0, -898, 154, -213, 148, -578, 142, -910, 89, 397, 
94, 130, 104, 549, -67, 342, -247, 518, -361, 718, 300, 322, 479, 479, 627, 651, 16, -161, 12, -555, 2, -899, 159, -168, 150, -560, 141, -910, 98, 418, 
84, 95, 100, 543, -57, 274, -127, -6, -164, -230, 247, 265, 288, -2, 316, -228, 7, -213, 8, -574, 0, -893, 151, -217, 145, -577, 140, -906, 87, 400, 
86, 171, 105, 569, -60, 468, -108, 696, -57, 916, 270, 417, 326, 662, 313, 888, 3, -94, 0, -507, 0, -881, 141, -98, 148, -522, 140, -895, 97, 436, 
81, 99, 97, 547, -58, 270, -107, -4, -119, -236, 240, 265, 274, -5, 281, -237, 5, -213, 6, -574, 0, -896, 149, -214, 145, -573, 140, -908, 84, 406, 
81, 136, 99, 554, -49, 359, -95, 636, -96, 868, 237, 323, 266, 602, 265, 831, -8, -142, -5, -524, 0, -896, 138, -147, 140, -530, 140, -901, 93, 418, 
82, 112, 97, 548, -117, 283, -334, 195, -556, 120, 282, 282, 522, 209, 731, 101, 8, -193, 10, -566, 1, -899, 149, -192, 146, -562, 140, -908, 83, 411, 
80, 95, 98, 539, -14, 276, -80, 216, -83, 288, 193, 307, 248, 178, 235, 254, 6, -212, 8, -569, 1, -895, 152, -212, 141, -562, 141, -910, 78, 401, 
86, 123, 106, 543, -105, 327, -343, 430, -565, 506, 305, 310, 561, 368, 791, 414, 14, -169, 11, -563, 2, -899, 153, -172, 148, -563, 140, -906, 88, 412, 
124, -6, 123, 364, -33, 161, -104, -70, -65, -299, 268, 129, 317, -98, 263, -311, 34, -263, 2, -490, 1, -861, 179, -275, 149, -520, 139, -890, 146, 239, 
79, -232, 66, 10, -105, -118, -182, -329, -80, -541, 227, -134, 284, -357, 162, -559, 17, -378, 13, -730, -5, -1003, 169, -392, 128, -727, 128, -999, 67, -89, 
100, -272, 97, 21, -75, -135, -206, -331, -69, -523, 267, -173, 377, -379, 236, -566, 24, -446, 26, -749, 0, -1006, 181, -465, 150, -764, 127, -1020, 95, -87, 
92, -287, 78, 21, -76, -121, -66, -352, -15, -580, 205, -122, 261, -377, 194, -583, 28, -508, 3, -699, 1, -885, 176, -515, 155, -686, 141, -882, 84, -69, 
107, -105, 92, 293, -58, 71, -127, -154, -62, -369, 256, 73, 333, -158, 280, -377, 30, -358, 9, -560, 1, -926, 189, -362, 152, -575, 142, -911, 103, 155, 
98, -224, 85, 69, -71, -60, -91, -364, 5, -577, 248, -86, 315, -307, 216, -520, 38, -414, 28, -581, 16, -885, 179, -424, 148, -562, 131, -935, 91, -29, 
92, -318, 82, 33, -93, -139, -201, -347, -66, -529, 254, -172, 380, -371, 231, -553, 12, -558, 8, -699, 0, -906, 173, -560, 142, -756, 127, -921, 91, -77, 
86, -170, 74, 162, -70, 10, 17, -253, 54, -485, 230, 0, 229, -279, 194, -521, 15, -400, 25, -717, 0, -985, 157, -401, 149, -719, 149, -989, 80, 58, 
86, 112, 94, 553, -54, 296, -110, 48, -167, -108, 239, 291, 252, 25, 307, -186, 3, -191, 4, -571, -1, -895, 145, -194, 148, -571, 142, -907, 96, 415, 
90, 112, 101, 549, -51, 293, -94, 53, -119, -143, 250, 281, 303, 64, 325, -188, 9, -190, 10, -569, 0, -899, 153, -193, 150, -567, 143, -903, 98, 412, 
