19, 388, 36, 814, -143, 557, -205, 318, -253, 94, 183, 541, 251, 312, 327, 78, -47, 85, -42, -330, -50, -632, 105, 80, 102, -344, 123, -623, 9, 680, 
19, 388, 36, 814, -143, 558, -204, 318, -251, 90, 183, 541, 247, 312, 315, 85, -47, 85, -42, -330, -49, -632, 105, 80, 102, -344, 123, -624, 9, 680, 
19, 388, 35, 814, -142, 557, -203, 318, -249, 90, 183, 541, 242, 312, 306, 92, -47, 85, -42, -329, -49, -630, 105, 80, 102, -343, 122, -624, 9, 680, 
21, 388, 37, 815, -141, 556, -197, 314, -238, 84, 184, 541, 233, 311, 292, 104, -46, 83, -41, -329, -47, -631, 106, 79, 104, -347, 122, -627, 12, 681, 
21, 388, 37, 815, -141, 556, -197, 314, -238, 84, 184, 541, 233, 311, 293, 104, -46, 83, -41, -329, -47, -631, 106, 79, 104, -347, 122, -627, 12, 681, 
21, 388, 37, 815, -141, 556, -197, 314, -238, 85, 184, 541, 233, 312, 294, 102, -46, 83, -41, -329, -47, -631, 106, 79, 104, -348, 122, -627, 12, 681, 
21, 388, 35, 815, -143, 559, -194, 311, -230, 89, 182, 544, 233, 314, 293, 108, -49, 83, -41, -329, -46, -631, 104, 79, 103, -346, 121, -627, 14, 681, 
21, 388, 35, 815, -143, 559, -194, 311, -228, 89, 182, 545, 233, 314, 293, 107, -49, 83, -41, -329, -47, -632, 103, 79, 103, -346, 122, -627, 14, 681, 
20, 388, 34, 815, -144, 559, -192, 310, -226, 89, 181, 546, 233, 314, 293, 107, -50, 83, -41, -329, -46, -631, 102, 79, 104, -347, 122, -627, 14, 681, 
19, 388, 28, 816, -144, 556, -188, 306, -212, 82, 177, 547, 233, 312, 289, 101, -51, 81, -40, -332, -46, -632, 100, 79, 104, -349, 122, -628, 14, 682, 
19, 388, 29, 816, -144, 556, -188, 306, -215, 84, 179, 546, 233, 312, 289, 105, -51, 81, -40, -332, -45, -632, 100, 79, 104, -350, 122, -627, 13, 682, 
19, 388, 29, 816, -144, 556, -189, 306, -219, 85, 178, 546, 233, 313, 290, 108, -51, 81, -40, -333, -45, -633, 100, 79, 104, -350, 122, -628, 14, 682, 
19, 388, 29, 816, -145, 558, -193, 311, -236, 84, 182, 543, 235, 313, 296, 108, -50, 83, -40, -333, -45, -629, 101, 80, 104, -349, 122, -628, 12, 682, 
19, 389, 29, 817, -145, 558, -195, 313, -245, 84, 183, 543, 235, 313, 296, 108, -49, 83, -39, -332, -45, -629, 102, 80, 105, -349, 122, -628, 12, 682, 
19, 389, 30, 817, -145, 557, -196, 315, -249, 85, 183, 543, 236, 314, 297, 107, -49, 83, -39, -332, -45, -629, 102, 80, 105, -349, 122, -628, 12, 682, 
19, 389, 33, 817, -145, 561, -201, 316, -244, 89, 183, 545, 275, 358, 442, 370, -49, 85, -40, -332, -46, -632, 102, 82, 102, -339, 122, -628, 11, 682, 
19, 390, 34, 817, -145, 562, -202, 317, -244, 88, 183, 546, 289, 369, 454, 474, -50, 86, -41, -333, -47, -629, 101, 83, 102, -339, 122, -626, 11, 682, 
18, 390, 35, 818, -145, 562, -202, 319, -243, 88, 182, 549, 329, 407, 453, 578, -51, 87, -41, -333, -47, -630, 101, 83, 102, -340, 122, -626, 11, 682, 
13, 390, 27, 816, -147, 563, -204, 312, -229, 89, 178, 550, 293, 379, 455, 274, -53, 88, -42, -336, -47, -632, 98, 84, 99, -336, 122, -626, 2, 680, 
13, 390, 27, 816, -147, 563, -204, 312, -229, 89, 177, 550, 290, 372, 446, 255, -53, 87, -42, -336, -48, -632, 98, 84, 99, -336, 121, -627, 2, 680, 
13, 390, 27, 816, -148, 563, -205, 311, -229, 90, 176, 550, 289, 355, 419, 187, -53, 87, -42, -336, -47, -631, 98, 84, 99, -337, 121, -627, 2, 680, 
