-153, 128, -135, 583, -312, 309, -385, 73, -427, -156, 5, 294, 51, 73, 121, -129, -221, -188, -224, -744, -231, -1070, -80, -195, -94, -749, -69, -1100, -154, 440, 
-154, 128, -135, 584, -313, 309, -385, 72, -423, -159, 4, 294, 47, 72, 116, -132, -221, -189, -225, -743, -231, -1068, -80, -195, -94, -749, -73, -1085, -155, 441, 
-155, 128, -137, 584, -314, 308, -385, 71, -419, -162, 2, 293, 41, 70, 109, -136, -222, -188, -226, -743, -232, -1070, -81, -196, -96, -752, -74, -1085, -157, 441, 
-165, 127, -150, 585, -330, 301, -390, 72, -416, -158, -9, 291, 30, 71, 101, -140, -226, -190, -229, -735, -228, -1066, -85, -198, -100, -749, -73, -1074, -171, 442, 
-165, 127, -151, 585, -330, 300, -391, 69, -416, -158, -9, 290, 28, 71, 96, -140, -226, -190, -227, -738, -232, -1076, -85, -198, -103, -751, -72, -1085, -172, 442, 
-166, 127, -153, 584, -331, 299, -391, 68, -414, -158, -10, 290, 26, 68, 92, -142, -226, -191, -228, -737, -244, -1086, -86, -199, -102, -751, -74, -1066, -174, 441, 
-170, 122, -164, 575, -336, 293, -381, 61, -382, -172, -11, 287, 22, 63, 59, -167, -230, -193, -229, -736, -237, -1063, -90, -201, -103, -756, -77, -1105, -176, 435, 
-171, 122, -164, 576, -337, 292, -381, 61, -383, -170, -12, 287, 21, 64, 59, -172, -230, -193, -230, -733, -235, -1075, -90, -201, -103, -756, -78, -1104, -176, 435, 
-171, 123, -163, 576, -335, 296, -382, 62, -384, -168, -10, 289, 21, 64, 60, -176, -231, -193, -231, -735, -236, -1074, -91, -201, -103, -754, -77, -1098, -176, 435, 
-177, 123, -174, 578, -346, 292, -394, 68, -396, -179, -19, 291, 16, 64, 66, -154, -236, -193, -229, -737, -235, -1073, -95, -200, -105, -754, -78, -1091, -185, 435, 
-180, 122, -178, 579, -347, 293, -396, 69, -391, -183, -20, 290, 16, 63, 70, -149, -237, -194, -229, -737, -244, -1093, -96, -200, -104, -754, -76, -1089, -189, 435, 
-180, 122, -180, 579, -348, 293, -396, 68, -390, -184, -20, 289, 21, 67, 84, -149, -238, -194, -228, -738, -240, -1091, -96, -200, -104, -753, -76, -1107, -190, 435, 
-189, 123, -185, 579, -357, 293, -409, 69, -420, -160, -24, 290, 125, 158, 289, 312, -246, -192, -236, -738, -235, -1104, -105, -198, -107, -751, -79, -1095, -198, 435, 
-189, 123, -185, 579, -358, 293, -409, 69, -420, -160, -27, 292, 100, 137, 279, 192, -246, -192, -235, -738, -233, -1099, -105, -197, -108, -754, -77, -1092, -198, 435, 
-189, 123, -187, 579, -356, 292, -409, 69, -419, -164, -33, 295, 47, 104, 220, 17, -246, -192, -236, -735, -239, -1073, -105, -197, -107, -753, -77, -1093, -199, 436, 
-183, 125, -178, 580, -340, 295, -442, 169, -524, 382, -26, 295, 53, 82, 144, -121, -242, -192, -233, -742, -231, -1080, -100, -195, -107, -749, -75, -1090, -188, 438, 
-182, 126, -177, 580, -340, 295, -459, 182, -523, 403, -25, 295, 51, 81, 139, -122, -241, -192, -233, -741, -235, -1074, -100, -195, -107, -750, -77, -1096, -188, 438, 
-181, 126, -176, 581, -334, 294, -450, 202, -529, 408, -24, 295, 46, 79, 126, -131, -239, -191, -230, -745, -244, -1104, -99, -196, -106, -747, -75, -1104, -188, 438, 
-180, 125, -179, 578, -344, 296, -407, 63, -470, -155, -22, 292, 21, 69, 83, -136, -238, -190, -234, -739, -225, -1071, -97, -197, -103, -748, -78, -1109, -189, 436, 
